idx_a,idx_b,similarity,text_a_model,text_b_model,text_a_orig,text_b_orig,clip_a,clip_b,context_a,context_b,same_clip,same_context,genre_a,genre_b,rank_type
190,665,0.17499983310699463,black ops 3 zombie,i can sort of a romantic in a or some kind of slow paced in a i know the actual context was a but it did not actually me of a necessarily it me of a cutscene within a which is kind of a based cinematic in a sense it did not me feel too much i was on the fence whether to select yes or no,black ops 3 zombie music,i can sort of imagine a romantic scene in a movie or some kind of slow paced scene in a bar i know the actual context was a video game but it did not actually make me think of a video game necessarily it made me think of a cutscene within a video game which is kind of like a movie based cinematic in…,Jaz_MED_02,80s_LOW_02,bar,videogame,False,False,Jazz,80s,bottom
190,990,0.18061693012714386,black ops 3 zombie,i felt i was at a and bass i do not that or similar in the and have never had enough energy to enjoy such a so it felt more annoying than emotionally good,black ops 3 zombie music,i felt like i was at a drum and bass concert i do not like that music or similar like in the clip and have never had enough energy to enjoy such a concert so it felt more annoying than emotionally good,Jaz_MED_02,Ele_LOW_09,bar,concert,False,False,Jazz,Electronic,bottom
190,1382,0.18305836617946625,black ops 3 zombie,i was that this at an upscale initially with the delicate that was initially maybe at a place with a low stage and a with seating around it later as the vocals came in i it really set the mood for a in some fiction where two characters meet for the first time,black ops 3 zombie music,i was thinking that this could play at an upscale bar initially with the delicate music that was playing initially maybe at a place with a low stage and a piano with seating around it later as the vocals came in i thought it could really set the mood for a scene in some fiction where two characters …,Jaz_MED_02,80s_MED_13,bar,bar,False,True,Jazz,80s,bottom
190,1383,0.20087608695030212,black ops 3 zombie,i was that i easily see the where a female is on stage and the to the she is about to perform is behind her are her live who are the she herself is standing at her microphone stand nodding to the and ready to come in when it is her cue,black ops 3 zombie music,i was thinking that i could easily see the scene where a female singer is on stage and the instrumental to the song she is about to perform is playing behind her are her live band who are playing the instrumental she herself is standing at her microphone stand nodding to the music and ready to come …,Jaz_MED_02,Jaz_MED_07,bar,concert,False,False,Jazz,Jazz,bottom
190,878,0.20387017726898193,black ops 3 zombie,the context was but i even without that i have because it very typical of an older action fighting type or maybe a science fiction racing or something i really liked the and what kind of it suit as a soundtrack based on i have played in the past and my modest experience as a hobby designer,black ops 3 zombie music,the context was video game but i think even without that i would have pictured games because it sounded very typical of an older action fighting type game or maybe a science fiction racing game or something i really liked the music and imagined what kind of game it would suit as a soundtrack based o…,Jaz_MED_02,Met_MED_19,bar,videogame,False,False,Jazz,Metal,bottom
190,1515,0.20432314276695251,black ops 3 zombie,even though there was not one present in the itself i a huge orchestra in the background of a man with a on a huge stadium stage the man was lit in limelight and with passion the player was also lit up with smaller stage lighting and there was a lot of mist in the air fog machine the featured a lot …,black ops 3 zombie music,even though there was not one present in the music itself i visualised a huge orchestra in the background of a man with a saxophone on a huge stadium like stage the man was lit in limelight and playing with passion the piano player was also lit up with smaller stage lighting and there was a lot of m…,Jaz_MED_02,80s_LOW_02,bar,concert,False,False,Jazz,80s,bottom
190,279,0.2046150118112564,black ops 3 zombie,slap stick comedy type of montage of during a perhaps doing some funny events or combining a bunch of into one loft lobby hotel so be very effective in this location as well also gave me feelings of old french or perhaps european non english speaking perhaps still comedy or black and white vintage o…,black ops 3 zombie music,slap stick comedy type of montage of clips during a film perhaps doing some funny events or combining a bunch of scenes into one loft lobby hotel music so could be very effective in this scene location as well also gave me feelings of old french films or perhaps european non english speaking film pe…,Jaz_MED_02,Jaz_LOW_21,bar,movie,False,False,Jazz,Jazz,bottom
190,1385,0.20876434445381165,black ops 3 zombie,i really see this being the extended remix of a really hype that at a kpop or jpop i was really clearly this as the opening for a designed for the idols to show off a complicated dance routine with many backup dancers to create a visual spectacle,black ops 3 zombie music,i really could see this being the extended remix of a really hype song that plays at a kpop or jpop concert i was really clearly picturing this as the opening for a song designed for the idols to show off a complicated dance routine with many backup dancers to create a visual spectacle,Jaz_MED_02,Ele_LOW_09,bar,concert,False,False,Jazz,Electronic,bottom
190,1391,0.20924420654773712,black ops 3 zombie,i easily this being a punk maybe fall out boy during an section of their the i was are somewhat close to the edge of the stage with fans equally pressed up against the edge of the stage i was the really into what they were completely lost in the,black ops 3 zombie music,i could easily imagine this being a punk band maybe like fall out boy during an instrumental section of their song the band i was imagining are somewhat close to the edge of the stage with fans equally pressed up against the edge of the stage i was imagining the band really into what they were playi…,Jaz_MED_02,Met_MED_19,bar,concert,False,False,Jazz,Metal,bottom
190,1380,0.21018612384796143,black ops 3 zombie,at first when it was just the i it at an upscale and quiet as i a player performing the but then as the rest of the came in i it being played at a fun and lighthearted where there is seating but also space for people to get up and dance to the,black ops 3 zombie music,at first when it was just the piano i could image it playing at an upscale and quiet bar as i could imagine a piano player performing the piece but then as the rest of the instrumental came in i could imagine it being played at a fun and lighthearted jazz bar where there is seating but also space fo…,Jaz_MED_02,Jaz_LOW_19,bar,bar,False,True,Jazz,Jazz,bottom
