item_i,item_j,similarity,same_clip,same_context,same_genre,condition
0,1,0.9277439713478088,False,True,True,diff_clip_same_context
0,2,0.9269309639930725,False,True,True,diff_clip_same_context
0,3,0.9307523369789124,False,True,True,diff_clip_same_context
0,4,0.8989982604980469,False,True,False,diff_clip_same_context
0,5,0.9254420399665833,False,True,False,diff_clip_same_context
0,6,0.9579824805259705,False,True,False,diff_clip_same_context
0,7,0.961031436920166,False,True,False,diff_clip_same_context
0,8,0.9267935156822205,False,True,False,diff_clip_same_context
0,9,0.9370800852775574,False,True,False,diff_clip_same_context
0,10,0.9671183824539185,False,True,False,diff_clip_same_context
0,11,0.9614648818969727,False,True,False,diff_clip_same_context
0,12,0.9328251481056213,False,True,False,diff_clip_same_context
0,13,0.9266330599784851,False,True,False,diff_clip_same_context
0,14,0.940830409526825,False,True,False,diff_clip_same_context
0,15,0.9163538813591003,False,True,False,diff_clip_same_context
0,16,0.9652178883552551,True,False,True,same_clip_diff_context
0,17,0.9097799062728882,False,False,True,diff_clip_diff_context_same_genre
0,18,0.9354863166809082,False,False,True,diff_clip_diff_context_same_genre
0,19,0.9431222677230835,False,False,True,diff_clip_diff_context_same_genre
0,20,0.9135391116142273,False,False,False,diff_clip_diff_context_diff_genre
0,21,0.8953790664672852,False,False,False,diff_clip_diff_context_diff_genre
0,22,0.9467253088951111,False,False,False,diff_clip_diff_context_diff_genre
0,23,0.9359832406044006,False,False,False,diff_clip_diff_context_diff_genre
0,24,0.9360407590866089,False,False,False,diff_clip_diff_context_diff_genre
0,25,0.9298873543739319,False,False,False,diff_clip_diff_context_diff_genre
0,26,0.9439384937286377,False,False,False,diff_clip_diff_context_diff_genre
0,27,0.9571551084518433,False,False,False,diff_clip_diff_context_diff_genre
0,28,0.9207914471626282,False,False,False,diff_clip_diff_context_diff_genre
0,29,0.922311007976532,False,False,False,diff_clip_diff_context_diff_genre
0,30,0.9153128266334534,False,False,False,diff_clip_diff_context_diff_genre
0,31,0.9293115139007568,False,False,False,diff_clip_diff_context_diff_genre
0,32,0.9634403586387634,True,False,True,same_clip_diff_context
0,33,0.9159219264984131,False,False,True,diff_clip_diff_context_same_genre
0,34,0.9381850361824036,False,False,True,diff_clip_diff_context_same_genre
0,35,0.9482023119926453,False,False,True,diff_clip_diff_context_same_genre
0,36,0.8893148899078369,False,False,False,diff_clip_diff_context_diff_genre
0,37,0.8893154263496399,False,False,False,diff_clip_diff_context_diff_genre
0,38,0.9449511766433716,False,False,False,diff_clip_diff_context_diff_genre
0,39,0.9548030495643616,False,False,False,diff_clip_diff_context_diff_genre
0,40,0.9347527623176575,False,False,False,diff_clip_diff_context_diff_genre
0,41,0.9237918853759766,False,False,False,diff_clip_diff_context_diff_genre
0,42,0.9609602689743042,False,False,False,diff_clip_diff_context_diff_genre
0,43,0.9482921957969666,False,False,False,diff_clip_diff_context_diff_genre
0,44,0.8838469386100769,False,False,False,diff_clip_diff_context_diff_genre
0,45,0.8686057925224304,False,False,False,diff_clip_diff_context_diff_genre
0,46,0.9075081944465637,False,False,False,diff_clip_diff_context_diff_genre
0,47,0.9292295575141907,False,False,False,diff_clip_diff_context_diff_genre
0,48,0.9578615427017212,True,False,True,same_clip_diff_context
0,49,0.9344830513000488,False,False,True,diff_clip_diff_context_same_genre
0,50,0.9363088607788086,False,False,True,diff_clip_diff_context_same_genre
0,51,0.9371840357780457,False,False,True,diff_clip_diff_context_same_genre
0,52,0.8936751484870911,False,False,False,diff_clip_diff_context_diff_genre
0,53,0.8698908090591431,False,False,False,diff_clip_diff_context_diff_genre
0,54,0.944280743598938,False,False,False,diff_clip_diff_context_diff_genre
0,55,0.9334201812744141,False,False,False,diff_clip_diff_context_diff_genre
0,56,0.8835688829421997,False,False,False,diff_clip_diff_context_diff_genre
0,57,0.9161810874938965,False,False,False,diff_clip_diff_context_diff_genre
0,58,0.95516037940979,False,False,False,diff_clip_diff_context_diff_genre
0,59,0.9585850238800049,False,False,False,diff_clip_diff_context_diff_genre
0,60,0.8885517716407776,False,False,False,diff_clip_diff_context_diff_genre
0,61,0.8739218711853027,False,False,False,diff_clip_diff_context_diff_genre
0,62,0.8778116703033447,False,False,False,diff_clip_diff_context_diff_genre
0,63,0.8801113367080688,False,False,False,diff_clip_diff_context_diff_genre
1,2,0.9488855004310608,False,True,True,diff_clip_same_context
1,3,0.9271419048309326,False,True,True,diff_clip_same_context
1,4,0.8870141506195068,False,True,False,diff_clip_same_context
1,5,0.9284240007400513,False,True,False,diff_clip_same_context
1,6,0.9110297560691833,False,True,False,diff_clip_same_context
1,7,0.9154302477836609,False,True,False,diff_clip_same_context
1,8,0.9274479150772095,False,True,False,diff_clip_same_context
1,9,0.961560845375061,False,True,False,diff_clip_same_context
1,10,0.947388231754303,False,True,False,diff_clip_same_context
1,11,0.9413091540336609,False,True,False,diff_clip_same_context
1,12,0.9210809469223022,False,True,False,diff_clip_same_context
1,13,0.8881487846374512,False,True,False,diff_clip_same_context
1,14,0.9065214991569519,False,True,False,diff_clip_same_context
