doc_i,doc_j,similarity,same_clip,same_context,same_genre,condition
0,1,0.34198045420032375,False,True,True,diff_clip_same_context
0,2,0.3581793438918565,False,True,True,diff_clip_same_context
0,3,0.35832838129260697,False,True,True,diff_clip_same_context
0,4,0.3441844765116591,False,True,False,diff_clip_same_context
0,5,0.3451800708320642,False,True,False,diff_clip_same_context
0,6,0.40895281312626997,False,True,False,diff_clip_same_context
0,7,0.3404328376988038,False,True,False,diff_clip_same_context
0,8,0.32184090513669017,False,True,False,diff_clip_same_context
0,9,0.3595709822309654,False,True,False,diff_clip_same_context
0,10,0.42624489321573267,False,True,False,diff_clip_same_context
0,11,0.42377274213725563,False,True,False,diff_clip_same_context
0,12,0.34992233802355394,False,True,False,diff_clip_same_context
0,13,0.34342977740880337,False,True,False,diff_clip_same_context
0,14,0.3631891571360293,False,True,False,diff_clip_same_context
0,15,0.3523666389410854,False,True,False,diff_clip_same_context
0,16,0.42050465364143286,True,False,True,same_clip_diff_context
0,17,0.35365558714376377,False,False,True,diff_clip_diff_context_same_genre
0,18,0.34358187608859053,False,False,True,diff_clip_diff_context_same_genre
0,19,0.34033078936677125,False,False,True,diff_clip_diff_context_same_genre
0,20,0.33478139443780863,False,False,False,diff_clip_diff_context_diff_genre
0,21,0.31940331368162855,False,False,False,diff_clip_diff_context_diff_genre
0,22,0.3667885992266293,False,False,False,diff_clip_diff_context_diff_genre
0,23,0.32950679364477353,False,False,False,diff_clip_diff_context_diff_genre
0,24,0.3623095078677333,False,False,False,diff_clip_diff_context_diff_genre
0,25,0.3342977650112037,False,False,False,diff_clip_diff_context_diff_genre
0,26,0.3438539734648804,False,False,False,diff_clip_diff_context_diff_genre
0,27,0.35890893455048917,False,False,False,diff_clip_diff_context_diff_genre
0,28,0.34958547364513054,False,False,False,diff_clip_diff_context_diff_genre
0,29,0.3322245336128644,False,False,False,diff_clip_diff_context_diff_genre
0,30,0.3190920353507644,False,False,False,diff_clip_diff_context_diff_genre
0,31,0.32937965961875887,False,False,False,diff_clip_diff_context_diff_genre
0,32,0.41036559436376463,True,False,True,same_clip_diff_context
0,33,0.31940557236696576,False,False,True,diff_clip_diff_context_same_genre
0,34,0.3444827182637709,False,False,True,diff_clip_diff_context_same_genre
0,35,0.35514300044625213,False,False,True,diff_clip_diff_context_same_genre
0,36,0.3396208328619302,False,False,False,diff_clip_diff_context_diff_genre
0,37,0.3088456052945724,False,False,False,diff_clip_diff_context_diff_genre
0,38,0.3912241856981581,False,False,False,diff_clip_diff_context_diff_genre
0,39,0.3622157591251129,False,False,False,diff_clip_diff_context_diff_genre
0,40,0.3168824509738505,False,False,False,diff_clip_diff_context_diff_genre
0,41,0.3686591414224035,False,False,False,diff_clip_diff_context_diff_genre
0,42,0.4023075825660471,False,False,False,diff_clip_diff_context_diff_genre
0,43,0.3995445951779019,False,False,False,diff_clip_diff_context_diff_genre
0,44,0.3400667769332938,False,False,False,diff_clip_diff_context_diff_genre
0,45,0.316862122875863,False,False,False,diff_clip_diff_context_diff_genre
0,46,0.3753494015619295,False,False,False,diff_clip_diff_context_diff_genre
0,47,0.34869337845063847,False,False,False,diff_clip_diff_context_diff_genre
